id,Decision,Driving_to,Passanger,Weather,Temperature,Time,Coupon,Coupon_validity,Gender,Age,Maritalstatus,Children,Education,Occupation,Income,Bar,Coffeehouse,Carryaway,Restaurantlessthan20,Restaurant20to50,Direction_same,Distance
817,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Male,50plus,Married partner,0,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,1,1,1,2,2,0,2
818,0,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,1,0,2,3,2,0,1
819,1,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Student,$12500 - $24999,1,1,3,3,1,0,2
820,1,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,21,Unmarried partner,0,Bachelors degree,Student,$50000 - $62499,1,0,2,3,2,0,2
821,0,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,50plus,Single,1,Associates degree,Retired,Less than $12500,0,0,1,0,0,0,2
822,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,50plus,Widowed,0,Some college - no degree,Construction & Extraction,Less than $12500,0,0,1,2,1,0,2
823,1,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,26,Unmarried partner,0,Bachelors degree,Community & Social Services,$12500 - $24999,0,,1,1,1,0,1
824,0,No Urgent Place,Alone,Sunny,80,10AM,Restaurant(<20),2h,Female,50plus,Divorced,1,Some college - no degree,Personal Care & Service,$12500 - $24999,0,1,2,2,1,0,1
825,0,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,0,0,2,4,2,1,2
826,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,0,2,2,1,1,0,1
827,0,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,3,4,2,2,2,1,1
828,1,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Divorced,1,Graduate degree (Masters or Doctorate),Community & Social Services,$25000 - $37499,0,2,1,3,1,1,1
829,1,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,21,Married partner,1,Some college - no degree,Student,$12500 - $24999,2,2,3,3,0,0,2
830,1,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$50000 - $62499,2,0,1,3,0,0,1
831,1,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,50plus,Divorced,1,Bachelors degree,Retired,Less than $12500,0,3,4,4,1,1,1
832,1,No Urgent Place,Friend(s),Sunny,80,10PM,Coffee House,1d,Female,21,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,0,1,2,2,0,0,2
833,0,Work,Alone,Snowy,30,7AM,Bar,1d,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,0,0,2,2,2,0,3
834,0,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,0,2,1,2,1,1,1
835,0,Work,Alone,Sunny,55,7AM,Bar,1d,Female,50plus,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,0,1,2,2,2,0,3
836,0,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,0,2,1,3,1,0,2
837,1,No Urgent Place,Friend(s),Sunny,30,10AM,Carry out & Take away,2h,Male,41,Single,0,Bachelors degree,Business & Financial,$62500 - $74999,2,3,2,3,3,0,1
838,0,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,0,0,1,3,1,0,3
839,1,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,1,Bachelors degree,Personal Care & Service,$100000 or More,4,0,2,3,2,0,2
840,1,Work,Alone,Snowy,30,7AM,Bar,1d,Male,41,Married partner,1,Some college - no degree,Business & Financial,$100000 or More,1,1,2,2,1,0,3
841,0,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,0,1,1,3,1,0,3
842,1,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Female,46,Unmarried partner,0,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,0,1,1,2,1,0,2
843,1,No Urgent Place,Partner,Sunny,55,2PM,Bar,1d,Female,26,Unmarried partner,0,High School Graduate,Healthcare Support,$25000 - $37499,1,1,2,2,2,0,1
844,1,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$87500 - $99999,0,2,2,2,1,0,1
845,0,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,0,4,3,2,1,1,2
846,1,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,46,Married partner,0,Some college - no degree,Unemployed,$12500 - $24999,0,1,3,2,1,1,1
847,1,Home,Alone,Sunny,55,6PM,Bar,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Life Physical Social Science,$100000 or More,1,3,2,2,1,1,1
848,1,Home,Alone,Rainy,55,6PM,Bar,1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,3,2,2,3,3,0,3
849,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,3,2,4,3,2,0,3
850,1,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,1,2,2,3,1,0,1
851,0,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,36,Married partner,1,Bachelors degree,Computer & Mathematical,$50000 - $62499,2,0,2,3,0,0,2
852,0,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,50plus,Divorced,1,Bachelors degree,Retired,Less than $12500,0,3,4,4,1,0,1
853,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,31,Married partner,0,Some college - no degree,Construction & Extraction,$100000 or More,2,0,3,2,2,0,2
854,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,46,Single,0,Some college - no degree,Sales & Related,Less than $12500,2,2,3,3,3,1,1
855,1,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,3,2,3,2,1,0,1
856,0,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,46,Married partner,1,Some college - no degree,Personal Care & Service,$37500 - $49999,0,1,1,2,1,0,3
857,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,36,Married partner,1,Associates degree,Computer & Mathematical,$100000 or More,0,1,3,2,1,0,1
858,0,No Urgent Place,Partner,Sunny,80,2PM,Restaurant(20-50),1d,Male,50plus,Unmarried partner,0,High School Graduate,Retired,$50000 - $62499,1,1,3,2,1,0,1
859,0,No Urgent Place,Kid(s),Snowy,30,6PM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,2,0,1,1,1,0,1
860,1,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,2,3,1,0,0,0,3
861,0,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,0,2,2,1,1,0,1
862,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Male,26,Single,0,Associates degree,Unemployed,Less than $12500,1,0,2,1,1,1,1
863,1,Home,Alone,Snowy,30,6PM,Coffee House,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$37500 - $49999,0,,2,2,1,0,2
864,0,Work,Alone,Snowy,30,7AM,Bar,1d,Female,36,Single,0,High School Graduate,Food Preparation & Serving Related,$12500 - $24999,1,1,2,1,1,0,3
865,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,1,4,3,2,1,0,2
866,1,No Urgent Place,Kid(s),Sunny,80,10AM,Coffee House,1d,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,0,2,2,2,2,0,1
867,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,3,3,3,3,1,0,1
868,1,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,3,2,3,3,2,0,2
869,1,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,1,1,4,3,1,1,2
870,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,1,2,2,2,1,1,1
871,0,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,2,2,2,1,1,1,1
872,1,Home,Alone,Sunny,80,6PM,Restaurant(20-50),1d,Female,36,Married partner,0,Bachelors degree,Unemployed,$25000 - $37499,1,2,3,3,3,1,1
873,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,below21,Unmarried partner,0,Some college - no degree,Student,$87500 - $99999,0,2,2,2,1,0,2
874,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Management,$25000 - $37499,3,0,3,4,2,1,2
875,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,0,1,2,1,1,0,1
876,0,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Unemployed,$37500 - $49999,0,1,2,2,2,0,2
877,1,No Urgent Place,Friend(s),Snowy,30,10AM,Carry out & Take away,1d,Male,31,Unmarried partner,0,Some college - no degree,Sales & Related,$62500 - $74999,4,2,2,3,1,0,2
878,1,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Sales & Related,$12500 - $24999,1,3,3,2,0,0,1
879,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,26,Married partner,1,Bachelors degree,Protective Service,$100000 or More,0,4,3,4,2,1,1
880,0,Home,Partner,Sunny,30,10PM,Bar,2h,Male,31,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,0,0,2,2,2,0,3
881,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Unmarried partner,1,Some college - no degree,Retired,$37500 - $49999,0,2,1,2,2,0,2
882,0,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,3,2,3,2,1,0,2
883,0,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),1d,Male,31,Single,0,Some college - no degree,Office & Administrative Support,$12500 - $24999,3,0,4,3,0,0,2
884,1,Home,Partner,Sunny,30,6PM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Sales & Related,$75000 - $87499,0,0,2,3,2,0,3
885,0,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$87500 - $99999,1,2,3,2,1,0,1
886,1,Home,Alone,Sunny,30,6PM,Carry out & Take away,1d,Female,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,2,2,3,2,1,0,1
887,0,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,31,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$62500 - $74999,1,1,3,3,1,0,2
888,0,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,50plus,Unmarried partner,1,Associates degree,Transportation & Material Moving,$50000 - $62499,0,2,3,3,2,0,3
889,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Food Preparation & Serving Related,$12500 - $24999,2,1,2,2,0,0,1
890,0,No Urgent Place,Partner,Sunny,30,10AM,Bar,1d,Male,26,Married partner,0,Bachelors degree,Education&Training&Library,$50000 - $62499,0,1,2,2,2,0,2
891,0,Home,Alone,Rainy,55,10PM,Coffee House,1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$87500 - $99999,4,1,2,2,2,1,1
892,1,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,Less than $12500,0,3,3,3,0,1,1
893,1,No Urgent Place,Kid(s),Rainy,55,6PM,Carry out & Take away,2h,Female,50plus,Married partner,1,Some college - no degree,Education&Training&Library,$50000 - $62499,1,0,3,2,1,0,2
894,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,31,Married partner,1,Some college - no degree,Sales & Related,$12500 - $24999,2,,3,3,,0,1
895,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),1d,Male,26,Single,0,Associates degree,Office & Administrative Support,$37500 - $49999,3,1,2,3,2,0,2
896,1,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,1,0,1,2,0,1,2
897,0,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,50plus,Single,0,High School Graduate,Management,$37500 - $49999,1,1,1,1,2,0,2
898,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,$50000 - $62499,0,2,3,3,1,0,2
899,1,Work,Alone,Snowy,30,7AM,Carry out & Take away,1d,Female,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,2,2,3,3,1,1,2
900,1,Home,Alone,Snowy,30,10PM,Carry out & Take away,1d,Male,26,Single,1,Some High School,Unemployed,Less than $12500,2,4,3,3,3,0,3
901,1,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,26,Single,1,Some High School,Installation Maintenance & Repair,$12500 - $24999,3,2,2,3,3,0,2
902,0,Work,Alone,Sunny,55,7AM,Bar,1d,Female,41,Married partner,1,Associates degree,Unemployed,$75000 - $87499,0,1,3,2,1,0,3
903,1,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,21,Unmarried partner,0,Some college - no degree,Office & Administrative Support,$25000 - $37499,0,0,2,0,0,0,2
904,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,2,1,3,2,2,0,2
905,1,Work,Alone,Sunny,55,7AM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,0,,1,1,0,0,3
906,1,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,36,Unmarried partner,0,Graduate degree (Masters or Doctorate),Legal,$62500 - $74999,2,4,3,4,2,0,2
907,1,No Urgent Place,Friend(s),Rainy,55,10PM,Restaurant(20-50),2h,Male,26,Single,0,Graduate degree (Masters or Doctorate),Healthcare Support,$37500 - $49999,3,2,3,2,1,0,2
908,0,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$37500 - $49999,0,3,2,2,1,0,2
909,1,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,,,,,,0,1
910,0,No Urgent Place,Partner,Sunny,80,2PM,Coffee House,2h,Male,36,Married partner,0,Graduate degree (Masters or Doctorate),Education&Training&Library,$100000 or More,0,0,2,2,1,0,1
911,1,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,0,1,2,2,0,0,2
912,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Single,0,Some college - no degree,Office & Administrative Support,$37500 - $49999,3,3,3,3,1,0,2
913,0,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,50plus,Divorced,1,Some college - no degree,Personal Care & Service,$12500 - $24999,0,1,2,2,1,0,2
914,1,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Male,26,Single,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,2,4,3,3,2,0,2
915,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,36,Married partner,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,1,0,3,3,0,1,1
916,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,21,Single,0,High School Graduate,Student,$50000 - $62499,0,2,4,3,0,0,2
917,1,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,0,2,2,2,2,0,1
918,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,2,0,2
919,0,No Urgent Place,Friend(s),Rainy,55,10PM,Bar,2h,Male,50plus,Married partner,1,Associates degree,Retired,$37500 - $49999,0,0,3,3,0,0,2
920,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,46,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$37500 - $49999,0,1,1,1,0,0,2
921,1,Work,Alone,Sunny,55,7AM,Bar,1d,Male,21,Single,0,Some college - no degree,Unemployed,$75000 - $87499,2,3,1,1,0,0,3
922,0,Home,Alone,Rainy,55,6PM,Bar,1d,Female,26,Married partner,0,Some college - no degree,Office & Administrative Support,$75000 - $87499,0,0,2,3,1,0,3
923,1,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Female,below21,Unmarried partner,0,Some college - no degree,Student,$100000 or More,1,2,1,2,1,0,2
924,0,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,0,2,4,2,2,0,2
925,1,No Urgent Place,Alone,Sunny,30,10AM,Carry out & Take away,1d,Male,below21,Single,0,Some college - no degree,Food Preparation & Serving Related,$87500 - $99999,1,4,2,2,1,0,2
926,1,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,1,2,2,3,1,0,2
927,1,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Student,$100000 or More,3,4,3,4,2,0,2
928,0,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,36,Divorced,1,Bachelors degree,Sales & Related,$12500 - $24999,0,1,2,1,0,0,3
929,1,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Female,21,Single,0,Bachelors degree,Student,$62500 - $74999,0,1,2,1,1,0,1
930,1,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Female,26,Married partner,1,Some college - no degree,Management,$25000 - $37499,1,2,2,3,2,0,2
931,1,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Male,26,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,0,2,2,1,2,0,1
932,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,2,4,1,0,2
933,0,No Urgent Place,Friend(s),Sunny,80,10PM,Bar,1d,Male,26,Single,1,Some college - no degree,Sales & Related,Less than $12500,0,0,0,2,0,0,2
934,0,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Married partner,1,Graduate degree (Masters or Doctorate),Transportation & Material Moving,$87500 - $99999,1,1,1,2,1,0,1
935,1,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,50plus,Married partner,1,Some college - no degree,Personal Care & Service,$87500 - $99999,0,4,1,2,1,0,2
936,1,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$37500 - $49999,2,3,2,3,1,0,2
937,0,Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Office & Administrative Support,$12500 - $24999,1,1,1,1,1,0,2
938,1,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Female,21,Single,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,1,0,1,2,0,0,1
939,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,26,Single,0,Graduate degree (Masters or Doctorate),Legal,$25000 - $37499,2,2,2,4,2,0,2
940,1,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Single,0,Associates degree,Student,$12500 - $24999,2,1,2,1,2,1,1
941,1,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,26,Single,1,Some High School,Unemployed,Less than $12500,2,4,3,3,3,0,1
942,1,No Urgent Place,Friend(s),Sunny,30,10PM,Carry out & Take away,1d,Female,46,Divorced,1,Bachelors degree,Office & Administrative Support,$25000 - $37499,0,2,2,2,2,0,2
943,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,2h,Male,50plus,Married partner,0,Some college - no degree,Protective Service,$37500 - $49999,0,1,4,4,2,0,2
944,1,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,36,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,1,0,3,4,1,0,2
945,1,No Urgent Place,Partner,Sunny,80,6PM,Bar,2h,Female,21,Unmarried partner,0,Some college - no degree,Sales & Related,$25000 - $37499,0,1,1,1,0,0,2
946,1,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,0,0,2,4,2,1,1
947,1,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Associates degree,Education&Training&Library,$50000 - $62499,0,0,3,,0,0,2
948,0,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,21,Single,0,Bachelors degree,Student,$25000 - $37499,0,0,1,0,0,1,1
949,1,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Male,31,Single,0,High School Graduate,Computer & Mathematical,$25000 - $37499,1,0,2,1,0,0,2
950,1,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Associates degree,Community & Social Services,$50000 - $62499,0,2,2,2,1,0,2
951,1,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Single,0,Bachelors degree,Sales & Related,$25000 - $37499,3,2,2,3,2,0,2
952,0,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,46,Single,0,Some college - no degree,Student,$12500 - $24999,0,3,2,2,0,0,2
953,0,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,1,,2,2,2,1,1
954,1,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Female,36,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$12500 - $24999,0,2,1,2,3,0,2
955,1,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,46,Unmarried partner,0,Graduate degree (Masters or Doctorate),Unemployed,$100000 or More,0,1,1,2,1,0,2
956,1,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,36,Single,0,Some college - no degree,Business & Financial,$37500 - $49999,0,1,4,4,0,0,1
957,0,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Male,50plus,Widowed,0,Some college - no degree,Installation Maintenance & Repair,Less than $12500,0,0,2,1,1,0,1
958,1,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,50plus,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,0,4,2,1,1,1,1
959,0,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,50plus,Single,0,Bachelors degree,Retired,$37500 - $49999,0,0,1,3,1,0,2
960,0,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,1,1,4,3,1,0,2
961,1,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,0,2,2,2,2,0,2
962,1,Home,Alone,Sunny,55,10PM,Carry out & Take away,1d,Male,31,Single,0,High School Graduate,Production Occupations,$25000 - $37499,2,0,3,2,1,0,3
963,1,No Urgent Place,Kid(s),Sunny,55,6PM,Coffee House,1d,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Retired,$50000 - $62499,0,0,1,3,2,0,2
964,0,Work,Alone,Sunny,80,7AM,Coffee House,2h,Female,26,Unmarried partner,0,Some college - no degree,Student,$25000 - $37499,0,1,2,2,1,1,1
965,0,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,50plus,Divorced,1,Some college - no degree,Management,$62500 - $74999,,,,,,0,1
966,1,Home,Alone,Rainy,55,6PM,Bar,1d,Male,26,Single,0,Bachelors degree,Community & Social Services,$25000 - $37499,3,3,2,3,2,0,3
967,0,Work,Alone,Snowy,30,7AM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Unemployed,$25000 - $37499,0,0,2,2,1,1,1
968,1,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,21,Married partner,1,Some college - no degree,Sales & Related,$25000 - $37499,1,2,3,2,0,0,1
969,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,21,Single,0,Some college - no degree,Student,$50000 - $62499,0,3,3,2,1,0,1
970,1,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,3,2,3,3,2,0,2
971,1,No Urgent Place,Friend(s),Snowy,30,2PM,Restaurant(<20),1d,Female,21,Married partner,0,Some college - no degree,Healthcare Support,$12500 - $24999,1,2,2,2,1,0,1
972,0,Work,Alone,Sunny,55,7AM,Bar,1d,Female,36,Married partner,1,Some college - no degree,Construction & Extraction,$12500 - $24999,0,2,2,1,1,0,3
973,1,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Office & Administrative Support,$50000 - $62499,3,0,3,2,1,0,1
974,1,Home,Alone,Sunny,80,6PM,Carry out & Take away,1d,Male,26,Unmarried partner,0,Associates degree,Management,$12500 - $24999,1,1,3,2,1,0,1
975,1,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,21,Single,0,Some college - no degree,Computer & Mathematical,$25000 - $37499,1,2,2,2,1,0,1
976,0,Work,Alone,Snowy,30,7AM,Restaurant(<20),2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$12500 - $24999,1,3,3,4,1,0,3
977,1,No Urgent Place,Kid(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,1,Some college - no degree,Office & Administrative Support,$37500 - $49999,2,2,3,2,1,0,1
